genome,D300418,D300419,D300420,D300421,D300422,D300423,D300424,D300425,D300426,D300427,D300428,D300429,D300431,D300432,D300433,D300434,D300435,D300436,D300437,D300438,D300439,D300440,D300441,D300442,D300443,D300444,D300445,D300446,D300447,D300448,D300449,D300450,D300451,D300452,D300453,D300454,D300455,D300456,D300457,D300458,D300459,D300460,D300461,D300462,D300463,D300464,D300465,D300466,D300467,D300468,D300469,D300470,D300471,D300472,D300473,D300474,D300475,D300476,D300477,D300478,D300479,D300480,D300481,D300482,D300483,D300484,D300485,D300486,D300487,D300488,D300489,D300490,D300491,D300492,D300493,D300494,D300495,D300496,D300497,D300498,D300499,D300500,D300501,D300502,D300503,D300504,D300505,D300506,D300507,D300508,D300509,D300510,D300511,D300512,D300513,D300514,D300515,D300516,D300517,D300518,D300519,D300520,D300521,D300522,D300523,D300524,D300525,D300526,D300527,D300528,D300529,classification
GPB:bin_000009,0.0,14.643643036574824,0.0,0.0,0.0,11.886554763993107,0.9216192624331828,0.0,1.7869597153051031,0.0,0.0,1.4346939317700906,19.133935156948976,11.549197274381608,2.537821672722046,13.577986719003698,2.0586060324691178,21.54644115132549,0.0,0.0,0.0,1.5423776855714666,3.182834743282046,18.16274581722012,0.0,4.285159729945812,28.817990182315057,0.0,0.942863581274189,0.0,0.0,0.9642512490952292,1.7833186512122452,20.43669068749597,0.0,1.0842630151795103,7.168939831081385,1.2423196005647568,3.730829224155183,0.0,2.4732859619108383,1.0409429534133017,0.0,0.0,55.20334817345686,0.0,0.0,0.0,0.0,5.4280238081631325,0.0,8.891793882515381,0.0,0.0,0.0,0.0,1.0817974127229293,1.628501752775762,49.6615052751469,0.0,14.10499490919989,0.0,0.9315676816475272,2.758923139526149,0.0,0.0,0.9107247399506154,1.5757493281233308,1.685755335401254,0.0,0.0,0.0,0.0,104.39550021817716,0.0,3.3607881670959814,0.0,0.0,0.0,2.097482275854279,0.0,0.0,5.357266751618458,0.0,0.0,0.0,0.0,15.148718832825848,2.6893415446177524,0.0,0.0,0.0,0.0,0.0,7.71730701930261,0.0,0.0,0.0,0.0,0.0,1.4786733988444545,0.0,0.0,0.0,0.0,0.0,1.956742247257113,0.0,0.0,3.660932261490711,0.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae
GPB:bin_000051,0.0,0.0,0.0,0.0,0.0,2.3340782373751288,1.1287649243453235,0.817422810469989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.642584650083629,0.0,0.0,0.0,0.0,0.6373527641610202,1.8727479101383224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146347739512698,0.0,0.0,0.0,0.0,0.7583277134525698,1.560531512635881,0.0,2.6928259523647107,0.0,0.6981316666824974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.300878773775118,5.069646944842849,0.0,1.2524274862683502,2.072084577118724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623350842032276,1.2157399548049332,1.4646193606547326,1.4695412536665944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1939152450023358,0.0,0.0,0.0,1.412712817904638,0.6933716780460257,0.0,0.0,0.0,0.0,3.7222463519706137,0.0,0.0,1.765405309254627,0.0,0.0,6.197990917812159,0.0,0.0,0.0,0.0,1.1712486324477092,0.0,0.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica
GPB:bin_000010,4.233567395281911,38.99230249014097,56.6229279025751,6.041250030725752,3.7351484321673096,67.03016544005264,5.142545428417822,63.09916003673224,27.957692373143608,0.7404748594021116,2.667530979436121,15.90484660129067,40.79957544889536,56.54675955192715,31.717957137733933,35.79093127074776,22.815777216555727,42.352596751452936,28.4219506030756,2.574093180647881,14.249910343832193,11.489099133565317,35.63572683262564,15.881463516399988,3.2285674488550167,93.7160953147483,55.73689176404891,54.1883138778924,19.551378814168764,0.6231497582592396,62.499267308997695,22.88611555277676,103.13254553556403,52.47425812278578,6.395242204010168,7.670313629565295,50.95032386517981,21.38134155880089,55.47126370132175,1.5846924620119411,8.161011762763161,17.128929035803854,11.654072785051463,30.18315069106155,62.80573698630482,11.896569871619931,4.629252050116695,6.517924615707509,4.512399652846276,12.790295326471352,6.477051487536059,27.51448522233154,18.67410345407871,6.026281074764735,9.39602941352576,0.7846884282722295,9.37986294108786,8.262989744847054,27.119619920875675,1.763406039390729,142.99604126263617,4.3021409703791145,18.83513790662775,74.93834365823636,14.014755924082497,2.5864149949231603,6.290112862776587,6.246025348272457,5.817314449548946,1.1647423417245624,7.291425718998346,1.9644942667322989,1.4257063929101983,149.1029341044499,1.8588607080347683,37.73402780885368,1.2178742569882963,1.8252987330905943,1.2428960486368166,8.184804524343305,19.64733770027675,7.371186619076941,101.51772608008108,1.466674061856138,0.9576665319985856,10.743960262621666,1.690262993526478,9.401292183305738,15.891264243355517,1.6963136030938784,1.4991645746894178,5.2509206695755815,3.228252312940048,2.756966552104257,12.94502706072102,1.09686206564029,4.278852426262923,11.218302841832656,10.78820534508328,36.24066173499969,11.769065880423568,2.7459367950803504,0.6798742229536177,6.282927763915299,19.23974090785615,5.579229265790042,16.3868469832354,4.440296555501422,10.721995289348342,12.69175232586062,0.9521831670781292,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
GPB:bin_000002,0.0,18.396570111435707,4.800186329441153,0.0,0.0,1.074738459456298,0.0,0.0,0.0,0.0,0.0,0.0,5.970607474895098,12.63341938130442,0.0,0.6627757106563968,0.9078052206865548,1.3724485272787454,0.0,0.0,1.2833755005111993,0.0,1.55181422031463,1.05522422744362,0.0,14.10638980937428,19.75029127089584,18.20532276906952,0.0,0.0,13.897870797948489,0.5826729357011301,0.0,14.225599734774308,0.0,0.0,1.1609787751252294,0.0,1.12678952589334,0.0,10.028584153289538,0.0,0.0,11.777114422119066,20.095213190361857,0.0,0.0,0.0,0.0,0.7535011522314681,0.0,0.0,0.0,0.0,1.1328090369778958,0.0,3.090369778959356,0.7756513792942458,1.5300574253488823,0.0,22.425196755391724,0.0,0.0,15.928019761831944,0.0,0.0,0.0,0.8734979418255564,8.274939267198622,0.0,0.0,0.0,0.0,35.29070173073402,0.0,1.25658277470347,0.0,0.0,0.0,0.6069476960878686,0.0,0.0,5.757603337563165,0.0,0.0,1.1941451009048414,0.0,1.4577052627051026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3648552878060705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822032302348894,0.6204424170159906,0.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Proteus;Proteus mirabilis
GPB:bin_000087,5.443877707503898,0.0,1.0608004281526098,2.6768823759318354,5.730508659144545,3.374023213547586,3.351315592875716,11.394540547734824,12.591882152232229,0.0,1.7041267372244309,3.284121295274198,1.1360141456940076,0.0,1.4063108051413205,0.834441748481164,6.216443300027885,1.7302531632390914,3.496593716207641,8.075809124299038,4.508138022940043,2.664051304028028,11.729963338588632,2.0016894244673344,5.62832436612113,3.339961782539781,0.8259580463342387,0.0,4.056771302744921,8.010640785419175,0.0,4.503495200869587,2.749901304858108,2.313813690022125,7.496216100012577,1.5309916814697655,0.8959380371780308,7.38799613829757,4.468378583027587,0.7234360935238823,1.9914330084389624,1.2512405479880682,4.667851102163752,0.0,3.795253797758108,0.8800680271917426,4.385440897859884,1.9754785835059383,2.663587021820982,3.653732139555916,2.6835933641973138,2.4939129788824754,0.0,2.019289940861702,1.1361829755874788,7.922764825867441,2.303261821680178,2.159123300129183,1.4821154273098671,3.3029036209228635,1.2955583950242453,12.130934335582616,3.474814659949863,3.795338212704843,1.4737583475830454,5.303833310869578,5.872747844393989,0.0,1.0653588352763308,8.054114482987996,11.334352690712358,12.2094402360467,3.809688753649891,0.0,4.926160839174613,5.685473285061115,3.4065651755141504,1.7979117430476552,2.8377350569364745,3.013444768566575,3.3649908142468794,2.9232473979796127,0.7824421412920495,3.886590770126,7.378246211949611,3.267069476033612,0.7136017522291876,0.9876970842796012,4.163514002892056,6.947139078971026,4.274308620482499,2.292372293551289,3.808886811655903,7.127998102351997,3.159651456312592,3.231784028298141,0.7737051943049175,7.159653707377838,1.794788390018439,5.710966598975259,5.0126017446318425,3.0449315436989446,5.314258556791422,0.7669942060394392,3.364273287199627,2.770414136914853,5.051854694863885,6.897376467870405,1.597890526757709,1.3812817734342222,0.0,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Rubneribacter;Rubneribacter badeniensis
GPB:bin_000078,4.52811171476097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788958258491912,0.0,0.8622583012260089,1.339696911397405,0.0,0.0,0.0,0.0,0.0,0.0,2.45963670909998,1.63751611041401,0.0,0.0,0.0,1.9481044618823773,0.0,0.0,0.0,0.0,2.161306743985304,0.0,0.0,0.0,5.5589228283502425,0.0,0.0,0.0,0.0,0.0,1.701404436514328,0.0,0.0,0.0,0.0,6.280635324923853,0.0,0.0,0.0,2.111975251679995,0.0,0.0,0.0,0.0,0.0,0.7764495967501656,2.7692035283722056,2.091544607757175,0.0,0.0,2.520034800196816,0.0,0.0,0.0,0.0,0.0,2.529015770754555,0.0,0.0,0.0,4.07310424906317,2.3291785348844734,3.1324859156248457,1.449043420225997,0.0,0.0,0.0,1.9633848809829864,1.7412867560053324,0.0,0.0,0.0,1.91537286776436,0.0,1.4917775170978953,0.0,1.786659811050595,0.0,0.929168660073244,0.0,1.480625790623356,0.0,0.0,2.923540017672507,3.9480516827189103,0.0,1.785595715012948,0.0,0.0,0.0,0.7358862557950671,3.170282606882062,0.0,2.2323883593001144,0.0,0.0,0.0,0.0,2.424734359065162,0.6097270295716546,1.5837154147505843,0.0,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;Gordonibacter urolithinfaciens
GPB:bin_000074,54.46607429857555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0368722389933,54.900050858811305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.484448141976722,19.340639862928715,32.725369604634615,12.563483692844716,0.0,0.0,0.0,0.0,0.0,0.0,9.807367262095337,0.0,0.0,9.42560681268548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.46434893136615,0.0,0.0,16.292224989161564,0.0,25.913043408833783,23.577450304873423,0.0,0.0,37.35791269689825,0.0,6.241382146082154,0.0,0.0,0.0,20.145797920457458,0.0,15.234489459770838,0.0,0.0,63.5227351661135,0.0,0.0,0.0,0.0,0.0,45.10493921294193,10.609970402886416,0.0,0.0,18.018829736356544,24.1406896838051,25.42241955405525,12.148150040679065,0.0,0.0,0.0,17.78230033525298,44.4850924600415,30.46211258080922,0.0,23.67856911888107,14.86450557969863,0.0,19.29485096452099,40.09698304253856,28.62205356223258,4.453379556035312,0.0,0.0,0.0,0.0,0.0,0.0,12.618574085000482,0.0,0.0,3.1148826295203063,15.143550392139796,0.0,0.0,0.0,9.492713297623048,0.0,0.0,28.12436376585146,5.476863232911798,0.0,0.0,6.824781414896921,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum sp900557315
GPB:bin_000111,0.0,0.0,7.404310083049352,37.19844601792092,0.0,0.0,0.0,5.395508683308671,0.0,4.918131558271917,2.3159827828040123,26.56263405746456,58.53692394453093,55.99333869964862,31.86694751454448,4.768035398400709,23.13413699528117,0.0,3.0508466406705645,104.33861770787642,9.821947586845136,0.0,0.0,63.23449030448216,41.07891857500229,4.733234683106229,182.7926369012903,83.57560479497944,0.0,71.59582005812972,2.9359850000241,0.0,21.307003041447555,130.2026346358698,4.217104406965927,5.144866412489697,0.0,0.0,0.0,5.000168701528436,7.53676488308984,18.94200041452376,0.0,6.330211551716658,284.8363354171989,27.729952233367232,0.0,17.792853803255458,6.459533323371909,61.13748210558787,30.887032636515684,0.0,72.79673393840947,46.07836426998029,8.412856020475544,107.09910491789056,0.0,20.720403726857764,0.0,3.456115912410166,78.57712310873536,4.212718167226595,0.0,11.725141829784976,16.251018234225203,3.8779179339364815,0.0,0.0,0.0,34.768324601020886,32.898629661584735,5.042103081453917,21.668795519287404,0.0,0.0,0.0,8.137968929998506,3.1070001494213537,31.59095181402344,4.875618773106084,23.04019434416076,63.46189996481368,8.50554546024187,59.625820009929285,28.24844433090564,0.0,13.437799746465702,0.0,0.0,40.94805438937277,46.00722042541705,12.197024105038391,44.66344045077048,5.369143044435982,4.313939084288103,63.91382725927497,27.338130883465805,35.76886926595555,7.62641769534432,49.149647895809935,0.0,75.26985014484231,35.80800802055266,82.70814153576231,0.0,3.248227428940506,16.95161158160093,59.240361117671725,0.0,0.0,2.010970419392,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum intestinigallinarum
D300506:bin_000004,57.31211657189673,0.0,101.76668064645123,19.73546996459538,38.62029279520916,155.37974621814314,105.5389987223127,65.83748988091173,117.36572091798418,10.089672190307132,0.0,10.338674911488456,0.0,140.70304011547952,11.17094675652742,55.40740668493792,153.5780315813087,53.82215763345005,32.466034000136546,19.5363263076788,86.81768085127135,100.80636697909858,129.33055038086783,6.151683913819504,4.439153800388183,29.49889299612792,0.0,17.441309288103852,64.00780267046396,4.5419734904270985,6.7485882043129255,62.90470013362073,66.04605526241356,0.0,44.27402978669449,56.10689658535633,44.19104838631021,78.70973090540237,122.09027689726808,54.856733216943496,98.44918023193438,32.95578811848355,92.12930975626408,82.75522047420729,12.137287986813488,0.0,66.31998751572725,13.44409874279472,68.5280067102966,9.292336802270576,27.00740278360269,39.870456163622,7.442109061826409,8.852207668074398,97.42180261194392,5.9025056325527405,113.48408742892254,69.3479893493548,0.0,24.63195778755279,0.0,0.0,141.3208360561402,173.65560963239668,37.71095007266237,6.067180992694749,73.77625842444576,80.81762233124286,77.44212856850257,72.28487549863941,111.20432267943704,40.16311482604921,23.1854597235904,0.0,0.0,139.33068692760096,65.18077812131202,19.904358766787933,1.7342995640257877,38.67149782012893,0.0,12.229574071726049,111.8536609154483,9.887953652137444,0.0,53.70301085546528,22.161359225194825,139.00157028743087,46.74901735118844,2.63890216426572,12.818461118317744,10.193428200801725,22.847974719347697,65.58433223770835,44.92459694330384,0.0,0.0,112.5543797364648,0.0,3.8292580635722575,72.90635820109432,17.199387490368576,0.0,5.3922109842093455,4.262189234265427,30.551843868564013,8.903529733051137,3.933248154180768,50.17741321967443,109.48166860107872,9.682021671917212,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum stercoravium
GPB:bin_000173,12.720542768981227,26.832770807001687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.242841406914333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.20406491681637,0.0,0.0,0.0,6.546984398216189,0.0,0.0,26.643107303999248,0.0,0.0,32.285237163858575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215875447995231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.166731896856946,0.0,0.0,0.0,0.0,0.0,11.137643098729928,7.933336090485706,15.871400529171511,0.0,0.0,9.22568822053722,0.0,0.0,0.0,0.0,0.0,6.959447668407371,0.0,7.040056548522687,0.0,0.0,0.0,13.377972302723226,0.0,14.985118942544643,0.0,0.0,7.289902467416007,9.546194574932844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.517677717804109,0.0,11.927882476716352,0.0,0.0,0.0,0.0,0.0,10.685991278656312,0.0,3.443447946812513,0.0,0.0,0.0,0.0,9.785978568856349,0.0,6.204425027815296,0.0,0.0,0.0,0.0,7.000149289713837,4.4483543330835085,4.302191633521996,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Pseudobutyricicoccus;Pseudobutyricicoccus lothianensis
