"genome"	"D300424"	"D300425"	"D300438"	"D300439"	"D300448"	"D300450"	"D300451"	"D300454"	"D300464"	"D300468"	"D300475"	"D300481"	"D300494"	"D300497"	"D300498"	"D300499"	"D300500"	"D300502"	"D300503"	"D300504"	"D300506"	"D300515"	"D300518"	"D300525"	"D300527"	"classification"
"D300418:bin_000001"	0.191872190173732	0.193965950433157	0.213144794409493	122.731117632476	0.163229549824794	0.198572223003893	0.265237549663993	0.168505825678546	0.231402383871681	0.365821792526783	92.8003959719403	0.292456433036522	0.228973621970748	0.156445766584256	0.173195848659658	0.199995979980302	0.118088078631585	0.16389955310781	0.286677654720508	34.8857309400816	0.132828150857939	0.0958942198816774	0.10619552035805	0.215322305079295	36.6292469833102	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma gallinarum"
"D300418:bin_000013"	0.0276491295453883	0.033371856358271	0.0285493337631451	0.0576773702377054	0.0463605172144767	0.0439171057662796	0.065071904883565	0.0332432557557343	0.0337576581658811	0.0421809976320342	0.0600564813846341	0.0392231837736904	0.0320858503329041	0.0243055138794344	0.0323430515379775	0.020318895200797	0.0201902945982603	0.025913021411143	0.0304140424999271	0.0560698627059967	0.051826042822286	0.0133744626638157	0.0489968295664788	0.0327288533455875	0.0344006611785645	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus intestinavium"
"D300428:bin_000008"	0.184810919212638	0.176853674062917	0.248936953654508	1.26785439385555	0.188165444128697	0.127940020054338	0.362912788593159	0.308304243448015	0.109295102497639	0.426492737583577	2.6314297661298	0.652650126691825	0.55232642803946	0.181846455333331	0.326481087760613	0.0769980486546535	0.0771540730693539	0.0762959387885016	0.0671685105285275	0.522603777039031	0.445449703969677	0.111011371059343	0.125287605004431	0.290127399135417	0.675819752274836	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementigallinarum"
"D300430:bin_000010"	0.468527269613269	1.43936935249871	14.448673255793	9.40368317546931	9.76490000686414	0.783061311396532	2.37392481305225	1.23209576736043	12.5263819405246	1.75485304417771	7.69686242338658	0.987835817861815	1.77404596838632	1.54533028823374	1.42347521213846	12.9267343439385	9.65868916326181	7.47224523225771	5.72973763672459	3.74127071819523	4.24943337556221	5.29629743168019	14.0370749983506	2.23602565187634	1.92893886453861	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis"
"D300432:bin_000001"	0.0207133624799082	0.394734441456489	0.0651451348461362	0.0656280888935952	0.0713698759022744	0.0394412472091517	0.0186205616075859	0.0111616046523858	0.134314886754431	0.0220012399397989	0.0522126986864008	0.0269381035360464	1.40952821828951	0.19886974443145	0.00863951129343322	0.122777651176244	0.0973420713434029	0.0407827862298711	0.295192246119106	0.0376167541409732	0.0620864258788959	0.0562373157485591	0.0911173302872647	0.163882406771087	0.0259185338802997	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995"
"D300435:bin_000001"	19.8362223184213	18.7914973252369	31.8385392155861	21.441551574728	42.2801324300394	32.5611259381705	17.4253411511263	10.7121139388587	2.83077458531155	23.2809864372344	7.42803594843902	35.7098551801782	72.6177559644978	4.34188414257128	10.9792170631737	6.1763693773604	11.0771489830086	22.0756931639356	7.83372864883806	10.186333842176	0.463084812263763	0.774027496360452	22.2542922307344	6.51406362078624	1.71298365915764	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum"
"D300442:bin_000001"	0	0	0	0.00496565734617672	0.000251425688414011	0	0	0	0	0	0.0707134748664406	0	0	6.28564221035027e-05	6.28564221035027e-05	0	0	0	0.000314282110517514	0.0023256876178296	0.000628564221035027	0.000377138532621016	6.28564221035027e-05	6.28564221035027e-05	0.000377138532621016	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Tyzzerella;s__Tyzzerella sp944383305"
"D300442:bin_000015"	2.69133394772364	1.73474293223723	8.64542681582776	2.59571158363651	5.58902746492622	1.53777765648584	3.05876104485539	1.44189288195939	12.7043914911841	4.88172636679101	3.01688033874039	3.53424876089791	3.26480572180715	4.12398998221907	1.0568842853934	11.1743287016141	5.30609652925457	4.82158189409954	9.46734879385666	1.51174654090559	3.47032557788027	2.8430071816489	3.93710126733746	1.77027330572076	1.30071606560681	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum merdipullorum"
"D300443:bin_000002"	0.366254675719767	1.15464469348667	1.0019042055252	0.555414901436884	1.08275046307743	0.348017005515412	0.329668130004934	0.330557772453927	1.59346083145242	0.267226350616244	0.49069341327265	0.432533038169739	0.157466713471744	11.4635433791512	0.208954770207209	0.788167607154653	0.884805018176507	0.613074852662236	4.91038149721635	0.219241261023689	0.0110093253062872	1.10148855715934	0.895480727564422	0.344458435719441	0.00400339102046808	"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp900552125"
"D300443:bin_000003"	0.00304330806393095	0.0142319406519124	2.14723285722469	0.419215685806489	0.154761165956959	0.00720547938666005	0.338478513051615	1.16701913345682	7.44227560675209	0.40646064465619	0.809519945005633	0.00890615154003323	0.00460971662624835	3.54442454028146	0.155342974851534	26.8080084353339	0.106426273176879	0.15780447402089	1.11317943344345	0.962401420687812	0.622043217361416	4.2354344889152	16.8579127203116	0.221400661650977	0.30652377838034	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900555925"
"D300444:bin_000010"	16.8679718542736	11.4056697929968	38.2914578520748	38.2219033635044	26.3304777794593	17.5833090489311	8.2168567937335	6.60214207188266	21.8486923318404	1.22323035496083	29.040898477024	36.7602741781971	47.3567574632326	21.0359413322194	0.387919875230285	11.8449933900567	9.99253645474409	13.7664419994672	13.3166594334584	10.6731198557194	21.5011074938122	10.6575486553112	18.2849041902163	1.49816522481937	12.7398215002633	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster excrementigallinarum"
"D300452:bin_000016"	101.874962182602	74.8001126877126	42.894590794611	64.8455000712431	32.7624885246563	103.836587201877	95.5121728103808	99.8989584194052	22.3446331175654	98.016969520316	52.0796478313796	110.77416848895	46.4192047969051	13.9672906347532	60.6720533822254	50.1801572032627	12.1697849889817	39.6333485361983	17.8270074450664	44.5626552139863	73.0784370240294	13.5547963520931	23.3377749121498	108.157757592595	15.2688597395821	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp904392525"
"D300458:bin_000001"	0.00947326587888802	0.00700867638194154	0.232056504821867	256.220495526257	0.0740147033301739	0.0101664316749042	0.711111088290838	0.658353469371827	0.39179271159271	0.688082580178744	494.517880083344	0.0370458608759767	0.0265713555139542	0.279730907903425	0.42283113556988	0.229206823216022	0.0627700137503556	0.0546060610417204	0.111907766845726	112.112558829238	67.1604488839004	0.305224005512465	0.109366158927	0.368918240324176	120.428699939309	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma stercorigallinarum"
"D300462:bin_000001"	0.000584797808815774	0.000797451557476055	0.885064901924091	0.370814974226366	0.47267611983464	0.000106326874330141	178.39241208894	113.076770129804	0.0254652864020687	236.218708000885	0.302712611217911	0.194152872526837	0.000850614994641126	0.0322702063591977	152.300913560504	0.0214780286146884	0.618131283918273	0.757632143039418	0.0149389258433848	0.190697249111107	0.0419991153604056	0.00281766216974873	0.544606250318981	77.8648181385142	0.108666065565404	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes excrementavium"
