"genome"	"D300419"	"D300420"	"D300430"	"D300431"	"D300432"	"D300436"	"D300442"	"D300444"	"D300445"	"D300446"	"D300449"	"D300452"	"D300453"	"D300462"	"D300463"	"D300479"	"D300482"	"D300487"	"D300492"	"D300501"	"D300512"	"classification"
"D300418:bin_000001"	0.162392045721024	0.112979303598588	0.587760380025862	0.0916229489524499	0.0653253200940685	0.271016327980007	0.220598580933047	0.0284751395281837	0.188689674579405	0.149075730471079	0.150583237857866	0.141621943947525	0.170180833886086	0.180314633541704	0.113733057291981	0.11683182247593	0.0953079670090383	0.173530850301166	0.0789766369855212	0.0943029620845142	17.8367436500439	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma gallinarum"
"D300418:bin_000013"	0.079796673874016	0.00970934549152008	0.362267897345855	0.0376156762419818	0.0405091897990573	0.0356223669026631	0.0651362051848334	0.0165251774259646	0.0224408051426524	0.0396732858825688	0.04623191661194	0.0947786440695403	0.065071904883565	0.00263631235200214	0.0848120973729469	0.0143389671828409	0.0879628121350958	0.0219264027325056	0.00495112319766256	0.0373584750369084	0.0412807934142774	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus intestinavium"
"D300428:bin_000008"	0.0667784494917765	0.0977492958098083	0.0290985533416269	0.596715374021727	0.436946373368505	0.423450261496919	0.202285653659085	0.709755062472176	1.27230108967451	0.0667784494917765	0.0568708991583003	0.247064660678103	12.087445443463	0.105316479922778	0.414322833236945	0.63954407585699	0.785504915809226	1.11424835758299	0.121308982429571	0.0947068197231503	0.760775046079211	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementigallinarum"
"D300430:bin_000010"	6.28978116734297	74.145265112262	235.590095784687	1.48650197627141	0.466727932968712	14.2432489888728	1.15547401524638	0.229665330048322	1.94003477384671	2.49852887568783	14.3262184008162	18.0258544683193	1.42322530427116	27.2586506441292	3.09006079758596	6.24474776965559	1.65628938131476	6.33621404908724	1.51074303939947	0.592231663926566	1.6648362303764	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis"
"D300432:bin_000001"	0.00831754192846055	0.0282259809959371	0.00692234134691233	0.0283333041175947	119.569924054582	0.15717471166749	0.107967060387501	2.72611461322357	0.0651451348461362	0.0426072792980495	0.040085185939097	0.0641792267512182	0.0345043836129041	0.023181794278032	0.0819948649463724	0.0579008241342512	181.501482668926	1.62036449078577	0.02414770237295	32.5342530686364	0.0251672720286968	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995"
"D300435:bin_000001"	6.106308575505	31.7388395715665	1.46567904571178	30.1900774891717	0.0862060160760766	38.9376016932441	33.1615039954495	0.0111955865033866	49.228466958878	48.527623243766	43.1942226059711	54.0989006326881	27.4635986307601	22.7104829186776	94.6029416501745	51.83786355212	0.119910623865219	20.2731448127509	17.5518512786145	0.119674927307253	5.59525951369515	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum"
"D300442:bin_000001"	0.000125712844207005	0	0	0	6.28564221035027e-05	13.4364402145332	58.0963681140266	0	5.31061339068074	0.0021999747736226	0	0	0	0	0	11.0223136108039	6.28564221035027e-05	0	0	0	0.0045256623914522	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Tyzzerella;s__Tyzzerella sp944383305"
"D300442:bin_000015"	0.211292885738098	2.54826777620798	8.50703155013194	4.65967465304092	7.449202587157	1.53788262066157	36.1157062094707	0.986610769744286	18.373821514717	6.57138718555357	0.282825971495928	10.4613595379897	1.2648707995961	1.99347962540385	27.9968846632644	7.83856719701566	4.6455044893178	1.75589321364618	0.12396269153338	3.00848320468224	1.60532210356605	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum merdipullorum"
"D300443:bin_000002"	0.0131222261226454	0.218296015921634	0.15546501796151	0.0328055653066134	0.000111205306124113	0.636094351029928	0.529559667763027	0	0.440261806945364	0.0151795242859415	0.0200725577554024	0.165306687553494	0.186435695717076	0.43231062755749	0.101864060409688	0.225246347554391	0.000111205306124113	0.120546551838539	0.005893881224578	0.118378048369119	0.0799566151032374	"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp900552125"
"D300443:bin_000003"	0.000895090607038515	0.0045202075655445	0.00161116309266933	0.157133156065611	0.00425168038343295	0.00210346292654051	0.00366987148885791	0	0.00563907082434265	0.000939845137390441	0.0017454266837251	0.35928936966526	4.88589683305009	0.00179018121407703	0.141648088563845	0.00196919933548473	0.00322232618533865	0.2846835675686	0.000492299833871183	0.00398315320132139	2.59173485268002	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900555925"
"D300444:bin_000010"	32.5233599273594	30.895606670227	9.53740715124576	46.5481337697438	76.9666613720416	46.9274238230611	49.2265209435772	60.3440297266097	13.7744621057016	33.1942816798886	28.5586133752234	59.3867761111521	25.2525473608379	36.4495067869172	43.2447411241031	29.4136692627005	38.6371666418611	21.3463804150569	61.9814446321882	33.8068583320931	7.37891984646421	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster excrementigallinarum"
"D300452:bin_000016"	52.0937012643535	52.086576954582	35.7978673915462	61.9364394456441	0.805990405929508	146.779258954672	151.867187250934	0.525735023822521	118.138557740416	89.1203982326507	114.514073276942	48.9667798965641	51.8134133511517	129.857103912775	81.2860322539299	58.3026836201383	0.495090732476638	34.4583670301257	41.2281203988833	32.5611210475533	29.7302977050614	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp904392525"
"D300458:bin_000001"	0.0118608369540549	0.125000898548254	0.00500619741567253	0.0822556744605887	0.0365837503452993	0.0731675006905985	0.260476302458531	0.0297291108069169	0.00670060269482323	0.0156347396212542	0.0139403343421035	0.185229304379884	380.765367999154	0.0297291108069169	0.058688037396038	0.0172521264786253	0.0185614396488782	0.301681158110605	0.02734153973175	0.0167900159479479	139.469425226922	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma stercorigallinarum"
"D300462:bin_000001"	0.000478470934485633	257.052714737755	19.7661659379732	0.0993093006243514	0	0.00106326874330141	0.0502394481209915	0.000106326874330141	0.168262278627448	0.000531634371650703	0.00180755686361239	0	0.0146731086575594	190.276779486569	0.000372144060155492	0.00361511372722478	0.000637961245980844	249.678680185774	0.000691124683145915	0.000212653748660281	0.237162093193379	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes excrementavium"
