genome,D300529,D300480,D300517,D300428,D300509,D300516,D300510,D300483,D300466,D300421,D300454,D300525,D300468,D300451,D300498,D300476,D300487,D300459,D300420,D300430,D300462,classification
D300418:bin_000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma gallinarum
D300418:bin_000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus intestinavium
D300428:bin_000008,0.0,5.924637087211407,6.827628387290043,40.09218962583265,28.253915172646217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementigallinarum
D300430:bin_000010,2.60778859527121,4.819473220872572,3.286938215444573,17.597362439047473,10.291955698998969,10.220981864685886,4.596655366388259,7.567160240258092,6.932594183610975,9.753904060702954,0.0,0.0,0.0,0.0,0.0,4.904541858901352,6.3362140490872365,4.896644770294685,74.14526511226195,235.59009578468735,27.2586506441292,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis
D300432:bin_000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3682857313552015,1.6203644907857735,2.858014729740704,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995
D300435:bin_000001,5.731786744896974,28.44704251887341,16.463286725648423,35.04448379704013,12.31072584326336,26.633593201882743,25.525289062186967,25.90010551349245,6.400693576404575,16.025951762342448,10.712113938858742,6.514063620786238,23.2809864372344,17.42534115112628,10.97921706317375,14.138965119266388,20.27314481275087,27.775307328670213,31.738839571566512,1.4656790457117763,22.71048291867762,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum
D300442:bin_000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Tyzzerella;s__Tyzzerella sp944383305
D300442:bin_000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum merdipullorum
D300443:bin_000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp900552125
D300443:bin_000003,1.2265874133552293,0.9601636941702152,2.313719710133858,3.583719017930455,3.3357789197807866,1.9418543174397067,1.6223069707269568,1.280471867898948,2.0745514999331665,2.8203857482480093,1.167019133456816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900555925
D300444:bin_000010,11.48502663363154,16.51438366187107,12.084564750554373,43.03968905125739,29.98211188001296,35.914176421075275,10.965830282670442,8.615704649973173,16.91341912293494,21.476812669078846,6.602142071882664,1.4981652248193678,1.2232303549608343,8.216856793733498,0.0,18.11859251356696,21.346380415056917,30.011987948266093,30.89560667022699,9.53740715124576,36.44950678691719,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster excrementigallinarum
D300452:bin_000016,20.437692868728572,67.06965102593314,3.7265345080094807,4.971792287658158,10.152792046277437,10.402793510176702,27.10282623645812,59.10376183074592,50.29785470441922,81.0926674261593,99.8989584194052,108.15775759259488,98.016969520316,95.5121728103808,60.6720533822254,46.65346121089844,34.45836703012574,44.343395634717446,52.08657695458204,35.79786739154621,129.85710391277502,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp904392525
D300458:bin_000001,1.5193424064457233,6.474553626900173,20.01593254418547,73.19969439090238,126.85573319997168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma stercorigallinarum
