"genome"	"D300433"	"D300436"	"D300438"	"D300443"	"D300445"	"D300448"	"D300470"	"D300474"	"D300479"	"D300488"	"D300489"	"D300491"	"D300500"	"D300502"	"D300508"	"D300511"	"D300514"	"D300518"	"D300521"	"D300526"	"classification"
"D300418:bin_000001"	0.249241221281984	0.271016327980007	0.213144794409493	0.0961454711128085	0.188689674579405	0.163229549824794	0.349992964965528	0.153849503862569	0.11683182247593	0.167249569522891	0.10954553677313	0.0961454711128085	0.118088078631585	0.16389955310781	0.099997989990151	0.0986579834241188	0.0754591197496868	0.10619552035805	0.105441766664657	0.145223211593737	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma gallinarum"
"D300418:bin_000013"	0.0255915199048013	0.0356223669026631	0.0285493337631451	0.0109310512156186	0.0224408051426524	0.0463605172144767	0.0263631235200214	0.0340148593709544	0.0143389671828409	0.042888300945986	0.0389016822673487	0.0172967810411848	0.0201902945982603	0.025913021411143	0.0180683846564049	0.0153034717018661	0.0175539822462582	0.0489968295664788	0.0182612855602099	0.0187113876690884	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus intestinavium"
"D300428:bin_000008"	0.452938875875297	0.423450261496919	0.248936953654508	0.0955649540040026	1.27230108967451	0.188165444128697	0.513164299949656	0.241525793956238	0.63954407585699	0.48796635697554	0.274758994287426	0.080586610192763	0.0771540730693539	0.0762959387885016	0.131060508348346	0.191754005666807	0.137379497143713	0.125287605004431	0.157896707676817	0.150875609015299	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementigallinarum"
"D300430:bin_000010"	5.06853140142334	14.2432489888728	14.448673255793	2.78852196490227	1.94003477384671	9.76490000686414	2.02510341187549	12.3950803470454	6.24474776965559	21.3181407121241	10.4021150869046	3.95174312403494	9.65868916326181	7.47224523225771	3.15368734060043	6.30307626588331	13.0612347581192	14.0370749983506	3.22621060369077	5.78251817829827	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis"
"D300432:bin_000001"	0.0841949889403523	0.15717471166749	0.0651451348461362	0.036221553559425	0.0651451348461362	0.0713698759022744	0.0992202259724101	0.0310163821590336	0.0579008241342512	0.0143812983021124	0.0562373157485591	0.0372411232151718	0.0973420713434029	0.0407827862298711	0.0253282567111831	0.0308553974765472	0.0244696717379227	0.0911173302872647	0.0408901093515287	0.0302114587466019	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995"
"D300435:bin_000001"	13.82566546959	38.9376016932441	31.8385392155861	1.00106220582123	49.228466958878	42.2801324300394	22.8553773776872	1.44723579005093	51.83786355212	0.0369454354611757	28.8059494525162	18.509898862607	11.0771489830086	22.0756931639356	11.352206866155	10.4582098217898	0.0262212420737212	22.2542922307344	15.501644769147	0.0708857398082844	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum"
"D300442:bin_000001"	13.5099822283943	13.4364402145332	0	0.000817133487345536	5.31061339068074	0.000251425688414011	14.1054211149807	0.000628564221035027	11.0223136108039	0.00119427201996655	0.0241997225098486	0.068513500092818	0	0	0.0514794097027687	0	6.28564221035027e-05	6.28564221035027e-05	6.28564221035027e-05	0	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Tyzzerella;s__Tyzzerella sp944383305"
"D300442:bin_000015"	3.46166603338281	1.53788262066157	8.64542681582776	3.27887092135454	18.373821514717	5.58902746492622	1.20372916723522	8.49328124311173	7.83856719701566	3.91185738307516	4.7077482455238	2.14331598625389	5.30609652925457	4.82158189409954	3.2123761160316	3.95867140544932	4.95089775859499	3.93710126733746	2.90740270345731	4.68014266730765	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum merdipullorum"
"D300443:bin_000002"	0.609405077560141	0.636094351029928	1.0019042055252	63.4257239372758	0.440261806945364	1.08275046307743	0.883470554503018	9.12122601625896	0.225246347554391	0.54179225143668	0.489859373476719	0.78349698429744	0.884805018176507	0.613074852662236	1.31544756614214	0.565756994906426	1.14958485205802	0.895480727564422	4.36063806639179	11.9608535081382	"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp900552125"
"D300443:bin_000003"	0.0071159703259562	0.00210346292654051	2.14723285722469	59.9888829746606	0.00563907082434265	0.154761165956959	0.00344609883709828	29.676863339953	0.00196919933548473	9.87862273005022	3.4488736179801	8.33732145926025	0.106426273176879	0.15780447402089	4.87954168974011	6.69738120357463	9.26329269224159	16.8579127203116	41.7931678330692	33.4255475567607	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900555925"
