"genome"	"D300424"	"D300425"	"D300434"	"D300438"	"D300439"	"D300448"	"D300450"	"D300451"	"D300454"	"D300455"	"D300456"	"D300460"	"D300468"	"D300475"	"D300481"	"D300498"	"D300500"	"D300502"	"D300504"	"D300507"	"D300513"	"D300518"	"D300519"	"D300525"	"D300527"	"classification"
"D300418:bin_000001"	0.191872190173732	0.193965950433157	0.161722042438008	0.213144794409493	122.731117632476	0.163229549824794	0.198572223003893	0.265237549663993	0.168505825678546	0.154603257555962	0.299742718739322	0.169929582654955	0.365821792526783	92.8003959719403	0.292456433036522	0.173195848659658	0.118088078631585	0.16389955310781	34.8857309400816	0.17286084701815	0.16306204900404	0.10619552035805	44.4244001795609	0.215322305079295	36.6292469833102	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma gallinarum"
"D300418:bin_000013"	0.0276491295453883	0.033371856358271	0.0313785470189523	0.0285493337631451	0.0576773702377054	0.0463605172144767	0.0439171057662796	0.065071904883565	0.0332432557557343	0.0396089855813004	0.0471964211309651	0.0191614897779668	0.0421809976320342	0.0600564813846341	0.0392231837736904	0.0323430515379775	0.0201902945982603	0.025913021411143	0.0560698627059967	0.0235339102642142	0.0118955557346438	0.0489968295664788	0.0399947873889105	0.0327288533455875	0.0344006611785645	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus intestinavium"
"D300428:bin_000008"	0.184810919212638	0.176853674062917	0.232242341281564	0.248936953654508	1.26785439385555	0.188165444128697	0.127940020054338	0.362912788593159	0.308304243448015	0.153293987443155	0.286850886426708	0.199789263023878	0.426492737583577	2.6314297661298	0.652650126691825	0.326481087760613	0.0771540730693539	0.0762959387885016	0.522603777039031	0.12489754396768	0.183250675065634	0.125287605004431	1.46163671691346	0.290127399135417	0.675819752274836	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementigallinarum"
"D300430:bin_000010"	0.468527269613269	1.43936935249871	1.79408857934375	14.448673255793	9.40368317546931	9.76490000686414	0.783061311396532	2.37392481305225	1.23209576736043	2.25766767318449	0.687696469235009	3.48826399334112	1.75485304417771	7.69686242338658	0.987835817861815	1.42347521213846	9.65868916326181	7.47224523225771	3.74127071819523	6.55768240108813	5.96010270880136	14.0370749983506	1.26128500626103	2.23602565187634	1.92893886453861	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis"
"D300432:bin_000001"	0.0207133624799082	0.394734441456489	0.11633826387679	0.0651451348461362	0.0656280888935952	0.0713698759022744	0.0394412472091517	0.0186205616075859	0.0111616046523858	0.0818875418247149	0.0363288766810825	0.092727177112128	0.0220012399397989	0.0522126986864008	0.0269381035360464	0.00863951129343322	0.0973420713434029	0.0407827862298711	0.0376167541409732	0.0811899415339408	0.137158949478356	0.0911173302872647	0.039119277844179	0.163882406771087	0.0259185338802997	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995"
"D300435:bin_000001"	19.8362223184213	18.7914973252369	52.3924575530141	31.8385392155861	21.441551574728	42.2801324300394	32.5611259381705	17.4253411511263	10.7121139388587	47.3863805100945	32.8599891736714	44.6970238595626	23.2809864372344	7.42803594843902	35.7098551801782	10.9792170631737	11.0771489830086	22.0756931639356	10.186333842176	31.0146029730764	24.9638598611119	22.2542922307344	8.73008265878288	6.51406362078624	1.71298365915764	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum"
"D300442:bin_000001"	0	0	0.0837247542418657	0	0.00496565734617672	0.000251425688414011	0	0	0	9.23788264370759	0.000125712844207005	0.00861132982817987	0	0.0707134748664406	0	6.28564221035027e-05	0	0	0.0023256876178296	0.23885440399331	0.00106855917575955	6.28564221035027e-05	0.0021999747736226	6.28564221035027e-05	0.000377138532621016	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Tyzzerella;s__Tyzzerella sp944383305"
"D300442:bin_000015"	2.69133394772364	1.73474293223723	1.54748684274057	8.64542681582776	2.59571158363651	5.58902746492622	1.53777765648584	3.05876104485539	1.44189288195939	1.13004431587499	1.87686442617135	4.91211349566393	4.88172636679101	3.01688033874039	3.53424876089791	1.0568842853934	5.30609652925457	4.82158189409954	1.51174654090559	1.23810493478576	1.37634275421799	3.93710126733746	1.89727995835022	1.77027330572076	1.30071606560681	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum merdipullorum"
"D300443:bin_000002"	0.366254675719767	1.15464469348667	0.24170473286076	1.0019042055252	0.555414901436884	1.08275046307743	0.348017005515412	0.329668130004934	0.330557772453927	0.184878821431338	0.712714806949442	0.265057847146824	0.267226350616244	0.49069341327265	0.432533038169739	0.208954770207209	0.884805018176507	0.613074852662236	0.219241261023689	0.222299406942102	0.212791353268491	0.895480727564422	0.0113985438777216	0.344458435719441	0.00400339102046808	"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp900552125"
"D300443:bin_000003"	0.00304330806393095	0.0142319406519124	0.00358036242815406	2.14723285722469	0.419215685806489	0.154761165956959	0.00720547938666005	0.338478513051615	1.16701913345682	0.017499021367603	0.0134263591055777	0.0448887939429815	0.40646064465619	0.809519945005633	0.00890615154003323	0.155342974851534	0.106426273176879	0.15780447402089	0.962401420687812	0.00622087971891768	0.0295827445626229	16.8579127203116	3.44037025721324	0.221400661650977	0.30652377838034	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900555925"
